    ,Date ,Sales & Services Revenue ,Gross Profit ,"Selling, General & Admin  ",Non-Operating (Income) Loss ,Pretax Income ,Income (Loss) from Cont Ops ,Basic Weighted Avg Shares ,"Basic EPS, GAAP  ",Diluted Weighted Avg Shares ,"Diluted EPS, GAAP  ",EBITDA Margin (%) ,Profit Margin (%) ,Sales per Employee ,Depreciation Expense ,"Cash, Cash Equivalents & STI  ",Cash & Cash Equivalents ,Accounts & Notes Receiv ,Total Current Assets ,"Property, Plant & Equip, Net  ","Property, Plant & Equip  ",Other LT Assets ,Total Noncurrent Assets ,Total Assets ,Payables & Accruals ,Total Current Liabilities ,LT Debt ,Other LT Liabilities ,Total Noncurrent Liabilities ,Total Liabilities ,Share Capital & APIC ,Retained Earnings ,Other Equity ,Equity Before Minority Interest ,Total Equity ,Total Liabilities & Equity ,Shares Outstanding ,Net Debt ,Net Debt to Equity ,Tangible Common Equity Ratio ,Current Ratio ,Number of Employees ,Net Income ,Depreciation & Amortization ,Non-Cash Items ,Chg in Non-Cash Work Cap ,Cash from Operating Activities ,Acq of Fixed & Intang ,Net Change in LT Investment ,Cash from Investing Activities ,Cash (Repurchase) of Equity ,Cash from Financing Activities ,Net Changes in Cash ,Capital Expenditures ,Free Cash Flow ,Price/Free Cash Flow ,Cash Flow to Net Income ,Performance
48,2016,2.47,4.9,0.61,-16.09,-16.09,-13.54,-7.06,-7.8,-7.25,-7.61,0.48,-15.63,-2.0,2.96,80.51,-11.92,1.99,14.31,4.0,4.0,-12.14,1.78,3.78,24.42,9.61,23.87,2.75,4.02,4.02,1.78,3.21,-44.9,2.74,2.74,3.78,-3.94,27.69,24.29,-0.59,-0.87,4.57,-13.54,2.96,11.4,166.76,10.43,3.3,-204.83,-440.43,-52.39,-66.24,-63.58,3.3,11.08,0.48,27.72,0.1218894904515985
49,2017,5.45,5.37,13.44,44.92,44.92,69.9,-2.9,79.71,-2.52,79.01,19.91,61.12,6.92,26.44,-45.79,41.51,2.54,-9.43,0.66,0.66,33.04,6.27,3.51,0.61,9.61,0.05,2.24,2.08,2.08,0.3,6.23,-161.78,9.61,9.61,3.51,-3.01,-3.01,-11.52,3.04,-0.87,-1.38,69.9,26.44,-56.84,-68.36,8.04,-4.47,-153.77,-52.1,11.82,91.55,-406.78,-4.47,9.1,28.24,-36.41,0.2422462216805423
50,2018,3.35,1.04,-89.95,-34.15,-34.15,-32.27,-3.92,-31.85,-3.97,-31.82,2.37,-34.46,-2.98,5.8,37.68,-19.12,6.88,11.45,-2.52,-2.52,-2.85,-2.26,-0.15,16.54,9.61,1.59,1.16,1.19,1.19,-0.09,1.9,-54.09,-5.49,-5.49,-0.15,-6.48,3.82,9.86,-9.08,-0.87,6.53,-32.27,5.8,469.43,75.0,19.96,-7.36,-79.4,42.07,54.05,22.27,-165.19,-7.36,21.99,-36.39,77.11,-0.1328285609186563
51,2019,12.21,4.34,-75.64,131.7,131.7,124.4,-5.64,146.39,-5.58,146.24,12.84,99.99,10.78,-75.34,30.29,-32.26,-0.23,5.36,9.57,9.57,-1.21,7.17,6.86,18.22,9.61,2.79,3.36,3.32,3.32,4.61,9.18,1552.54,21.99,21.99,6.86,-3.92,5.73,-13.33,17.59,-0.87,1.29,124.4,26.61,-151.73,30.33,-0.89,56.32,-1082.53,63.29,-24.66,-30.53,36.44,56.32,-4.12,25.85,-55.83,0.0994322965089096
52,2020,0.26,0.89,-144.74,14.29,14.29,15.04,-5.06,22.96,-5.4,23.4,5.75,14.74,10.08,-6.35,77.99,11.54,0.1,2.56,-7.69,-7.69,-6.99,5.54,5.03,7.395,9.61,18.01,0.71,1.94,1.94,1.01,9.76,69.44,16.23,16.23,5.03,-4.7,18.35,1.83,15.28,-0.87,-8.92,15.04,6.03,-25.02,-99.7,7.06,-28.87,137.4,22.59,0.12,-19.01,-124.22,-28.87,10.37,-12.23,-6.94,-0.1637566303207177
53,2021,12.94,20.74,1162.75,-7.34,-7.34,-7.48,-5.39,-71.26,-5.2,-71.32,40.17,-74.61,-12.95,218.64,-41.64,102.39,17.13,11.37,-11.16,-11.16,-20.07,-27.48,-21.07,7.395,9.61,1.93,-24.57,-22.4,-22.4,168.69,1.0,-80.18,-16.67,-16.84,-21.07,-7.57,-3.16,16.46,-1.61,-0.87,29.74,-71.92,58.31,-430.14,-4500.0,-6.83,12.01,-167.95,-114.82,79.62,160.57,889.74,12.01,-7.95,9.43,224.9,-0.1702818901916896
54,2022,1.63,1.6,-118.01,-128.82,-128.82,-126.44,-8.01,-203.65,-9.33,-205.16,-23.26,-180.67,2.0,-6.12,2.87,-3.54,2.08,2.3,5.11,5.11,-1.04,-2.6,-1.49,7.395,9.61,-0.15,9.53,8.5,8.47,-59.7,-4.39,-464.73,-30.6,-30.95,-1.49,-6.41,0.21,45.13,-38.62,-0.87,-0.37,-187.1,-22.01,123.0,-39.77,0.1,21.74,-148.95,-438.82,-19.23,-34.73,-106.99,21.74,-1.47,3.16,-222.09,0.3781744805255231
55,2023,11.05,11.05,-92.24,-81.27,-81.27,-84.38,-3.21,-76.94,-3.21,-76.94,-25.15,-87.09,13.34,99.43,19.49,-1.9,0.44,4.33,-12.97,-12.97,-7.06,5.85,5.52,7.395,9.61,-0.28,7.06,6.33,6.36,1.74,-2.43,-70.7,1.69,1.61,5.52,-0.19,-0.11,-1.7,-10.25,-0.87,-2.02,-84.38,-16.88,-94.57,-6567.92,-17.44,-36.43,95.26,73.55,-86.71,-63.65,-48.15,-36.43,-15.74,22.92,475.74,-0.1786096648011015
56,2010,20.19,30.33,-362.5,-139.56,137.99,59.12,5.65,46.65,8.11,43.31,-45.03,4.22,12.61,447.14,-33.15,-63.43,29.93,-15.93,-81.62,-72.26,-32.6,-71.48,-45.32,-11.06,-24.25,-48.54,-90.02,-55.73,-46.27,2.32,-7.93,-99.35,56.33,-41.24,-45.32,1.79,-48.41,-12.19,-5.77,10.99,6.73,60.75,-66.05,158.24,44.47,-187.1,-68.24,-89.53,-11.78,-88.19,-68.24,-245.17,-68.24,-8100.0,-421.04,-169.53,-0.2827858113382594
57,2011,1.14,-0.71,52.38,-467.72,-100.1,5.1,2.25,1.95,1.23,2.98,-36.9,3.07,1.14,-17.23,-1.34,43.4,-5.06,-10.16,3.71,5.63,-14.63,25.91,-0.2,-14.78,5.97,-30.21,-29.21,-30.17,-14.86,1.47,-8.98,-600.0,56.96,56.96,-0.2,2.2,-27.68,-53.92,92.9,-15.22,4.13,4.25,-17.23,-174.04,-83.21,-192.72,68.92,-253.85,-89.94,20.0,-101.24,-125.02,68.92,-123.57,-127.74,-188.94,-0.3398214770394064
58,2012,-17.45,-57.99,-17.04,-44.11,121600.0,-338.99,1.93,-336.38,-0.13,-341.26,-207.68,-391.86,-11.38,-17.98,-43.23,-36.82,-31.45,-29.85,-9.37,1.0,56.64,0.58,-19.26,12.02,-21.25,33.4,-55.56,29.87,2.91,1.96,23.77,-40.0,-66.16,-66.16,-19.26,2.15,30.17,284.69,-112.11,-10.92,-6.85,-340.94,-17.98,-309.77,-187.3,-188.48,-46.8,188.57,-83.19,-22.22,-716.67,-221.67,-46.8,-456.82,-232.03,-63.28,-0.689612455010302
59,2013,-2.27,60.16,-18.1,-39.08,-93.92,-92.98,1.75,-93.1,1.75,-93.1,-147.19,-92.82,-5.3,-9.23,9.48,58.29,32.06,27.33,-47.42,-21.87,13.5,-16.25,8.42,15.72,15.82,-1.91,532.14,5.33,9.56,1.34,1.35,-33.33,1.12,1.12,8.42,1.68,-20.36,-21.24,-29.13,9.94,3.2,-92.98,-9.23,-59.73,-303.64,-56.21,-36.84,-25.5,-2494.74,-71.43,-64.86,-200.0,-36.84,-50.74,450.81,524.1,0.316487392508052
60,2014,3.91,-7.03,-10.39,244.03,437.84,385.54,1.86,376.69,1.86,376.69,5.53,367.29,14.31,-13.98,-5.2,-7.36,-1.68,-5.13,-12.72,-3.06,-28.32,-29.04,-13.14,-15.71,-11.0,1.85,-40.68,-1.61,-5.62,0.81,6.46,150.0,-65.62,-65.62,-13.14,7.03,18.33,244.25,149.39,6.6,-9.1,385.54,-13.98,167.35,-35.04,-33.78,13.1,-72.43,-102.64,10.45,253.85,-120.0,13.1,-16.81,1382.32,-86.36,-0.4239838171312249
61,2015,-27.52,-41.27,-20.2,-46.25,62.31,63.77,1.95,60.63,1.95,60.63,-172.51,125.94,-22.74,-17.73,-24.52,-2.48,-34.84,-15.2,-37.75,-41.43,-17.56,-23.47,-17.47,-16.37,-2.57,-0.15,-18.1,-1.03,-1.65,0.98,9.93,60.0,-320.32,-320.32,-17.47,2.06,4.98,-147.65,316.31,-12.97,-6.19,63.77,-17.73,-60.81,-135.05,141.84,1.05,183.13,-1325.0,10.45,52.17,-68.75,1.05,72.54,-97.56,47.67,0.0821722906703328
62,2016,7.04,-7.59,-4.56,-77.55,-30.65,-24.7,6.64,-29.39,6.64,-29.39,25.74,-29.65,18.79,-20.36,61.02,61.02,-41.65,9.05,-12.77,-10.47,-5.49,0.25,6.82,21.89,-4.06,-29.38,44.19,-26.39,-17.5,18.76,6.8,-37.5,-200.97,-200.97,6.82,18.06,-88.42,-111.47,-117.19,13.67,-9.89,-24.7,-20.36,77.92,76.47,-137.97,-19.79,-58.8,81.63,16575.0,74.29,-2495.0,-19.79,-103.9,-454.7,-150.43,2.855869496243227
63,2017,24.74,82.67,11.09,104.55,-115.4,-108.65,14.01,-107.59,14.01,-107.59,-212.04,-106.94,14.93,8.27,-6.25,-6.25,28.62,3.64,59.15,13.62,5.46,16.06,6.59,10.13,10.4,-7.67,-4.84,-7.44,0.83,1.56,-0.55,-220.0,46.88,46.88,6.59,3.42,22.81,-16.39,136.46,-6.13,8.54,-108.65,8.27,-47.08,-246.67,-24.44,46.75,-58.8,-142.7,10.45,-127.05,-116.49,46.75,-446.15,-4.97,-973.28,-0.2876741177861093
64,2018,21.5,34.23,9.98,-10.37,378.26,683.72,3.15,659.78,11.76,601.22,46.86,545.01,7.07,18.06,-2.45,-9.03,208.75,35.01,33.33,5.39,1.84,10.68,28.7,36.42,33.51,-15.92,62.71,-9.49,12.33,3.39,-4.18,-233.33,107.2,107.2,28.7,3.93,-18.1,-60.47,131.17,1.12,13.48,683.72,18.06,75.17,175.38,-50.0,44.25,-133.19,49.12,-100.9,-184.85,36.71,44.25,186.67,76.33,-93.62,0.8580924004399398
65,2019,3.95,17.2,33.45,114.05,12.73,1.19,11.1,-8.92,5.26,-3.87,37.71,-2.66,-7.9,51.76,30.02,35.99,50.53,29.86,-118.1,-33.18,135.41,40.85,32.31,25.27,18.9,-38.51,-18.23,-35.53,-2.71,13.87,-4.59,-5.62,123.3,123.3,32.31,16.42,-669.77,-355.16,93.15,9.22,12.87,1.19,51.76,71.65,-25.45,1350.0,33.13,-152.56,-12.35,10.45,53.57,-458.33,33.13,-313.95,-27.47,1332.99,1.195509811550553
66,2020,45.05,51.57,32.67,-63.71,242.74,630.21,8.52,572.85,7.77,577.57,33.62,403.43,31.23,37.21,52.36,8.8,11.67,33.63,5.11,20.43,96.31,97.0,48.67,2.49,2.46,-22.48,12.74,-15.91,-2.37,5.82,-35.1,-312.5,106.47,106.47,48.67,3.5,29.08,-37.48,44.65,30.42,10.53,630.21,37.21,-293.12,71.77,117.24,35.48,-1704.88,538.93,1200.0,-86.05,-67.7,35.48,181.52,14.55,-70.25,0.8371926679144308
67,2021,68.33,82.4,45.53,-122.34,187.76,26.99,2.45,23.95,1.82,24.71,41.74,-24.56,36.84,30.79,57.55,58.93,30.44,39.72,3.17,25.91,35.93,36.08,38.57,63.54,75.42,-34.27,88.14,-3.67,57.5,4.97,-68.49,-117.65,28.44,28.44,38.57,-0.33,75.65,36.76,-7.11,-20.35,23.02,26.99,30.79,-179.57,-16.86,228.76,2.38,-42.55,-27.94,2462.82,-31683.33,652.0,2.38,314.41,-42.29,158.89,0.3001489990914092
68,2022,43.61,33.72,61.33,-480.95,-67.73,-58.25,28.69,-67.56,27.83,-67.34,-6.4,-70.93,-10.96,353.56,62.28,90.73,52.44,74.99,-816.92,84.57,1257.31,1270.2,444.17,57.52,50.21,720.34,980.48,847.36,160.67,423.61,-90.97,1266.67,630.29,630.29,444.17,33.55,6.57,-85.41,-43.67,16.49,61.29,-58.25,820.52,-125.52,138.5,1.25,49.5,-534.66,-391.4,105.5,72.24,144.68,49.5,-3.26,-46.91,142.54,-0.3554674931478849
69,2023,-3.9,-1.35,0.68,-213.75,-58.45,-35.3,3.4,-37.43,3.44,-37.45,-25.58,-32.68,-7.6,69.1,-1.4,-18.66,30.45,11.65,376.82,103.19,-6.18,-2.75,0.45,-23.49,5.02,-21.34,-15.18,-17.91,-6.52,2.88,-651.91,-75.61,2.09,2.09,0.45,0.25,-38.13,-39.4,37.8,6.3,4.0,-35.3,-16.68,-281.87,65.17,-53.24,21.33,-144.74,-171.19,-65.63,-64.89,-139.22,21.33,-64.01,339.95,-27.72,1.033594502632824
70,2010,-25.22,-10.92,-0.68,-34.78,-37.79,-36.27,33.4,2.99,33.9,2.61,-17.38,83.72,15.05,-39.56,55.83,55.83,-16.14,21.08,-37.33,-47.23,27.85,4.71,11.08,-7.65,9.26,4.44,16.31,11.87,10.72,2.4,23.73,-0.65,14.36,11.6,11.08,0.69,-19.67,-28.02,199.06,10.82,-35.0,-36.27,-39.56,-108.16,-140.69,-53.36,25.29,-48.31,-43.16,10.45,-85.68,3.9,25.29,-68.3,205.94,-66.06,0.2096761597034837
71,2011,14.85,14.93,2.39,-389.33,117.07,94.75,0.82,171.45,0.89,171.26,32.55,138.29,12.69,15.2,426.32,289.74,17.59,34.9,22.02,16.97,-13.85,-6.23,11.22,27.12,-3.15,82.76,-33.47,7.13,2.65,-0.56,61.45,31.17,23.19,23.19,11.22,-0.01,-101.27,-101.03,-28.58,39.28,1.92,94.75,15.2,-260.68,77.32,-55.93,9.94,-58.8,-294.44,10.45,-1120.38,708.69,9.94,-97.9,74.73,-83.9,0.069028565543628
72,2012,13.38,27.19,20.84,48.85,44.77,46.22,0.17,-48.17,-0.04,-48.06,20.92,-54.21,10.26,16.17,-26.03,-42.4,15.47,-8.4,9.64,10.85,-1.54,1.55,-3.57,1.45,-4.02,-49.19,15.55,-23.03,-15.21,-0.01,17.15,6.51,9.97,9.97,-3.57,0.84,1188.89,1071.99,47.05,-4.56,2.83,46.22,16.17,38.83,-75.76,161.45,30.65,-173.91,-167.13,-6.38,-258.24,-157.04,30.65,4826.67,-23.0,403.63,0.4610752164747025
73,2013,11.06,18.68,16.43,-139.94,1.11,4.37,-0.3,7.25,-0.34,7.3,8.64,-3.72,6.19,9.34,4.99,42.64,7.83,8.89,13.19,11.49,-2.18,2.41,5.58,22.09,18.42,-21.06,-15.22,-17.51,-0.77,1.25,14.86,-19.16,11.27,11.27,5.58,-1.28,713.79,631.35,23.99,-8.05,4.59,4.37,9.34,-207.66,-224.12,94.44,39.77,-2850.0,-90.55,235.0,-37.83,-157.91,39.77,146.14,-1.09,81.83,0.4340449619071058
74,2014,9.39,11.05,9.08,-96.12,21.28,22.45,-1.98,24.93,-1.94,24.87,2.66,11.94,0.57,0.17,11.5,-16.1,3.64,9.41,9.3,7.53,-3.27,0.88,5.18,3.62,2.42,18.23,8.33,12.06,6.7,1.37,15.61,4.98,3.96,3.96,5.18,-2.02,-49.36,-51.29,3.71,6.82,8.77,22.45,0.17,2.14,-226.32,-5.62,-11.87,-228.24,2412.2,40.84,-24.37,-153.87,-11.87,-2.25,11.18,-22.92,-0.0550571994819881
75,2015,7.66,17.51,6.75,-780.0,40.39,36.14,-1.64,38.41,-1.63,38.4,23.69,26.45,-0.37,5.35,19.06,1.31,5.47,10.33,3.51,6.24,-2.62,-0.43,5.22,8.63,7.93,12.38,-1.19,4.2,6.19,2.3,18.95,15.22,4.42,4.42,5.22,-1.62,-21.97,-25.27,4.24,2.23,8.06,36.14,5.35,-97.56,-96.79,30.5,-15.56,-5.42,-9.66,23.41,29.28,-106.85,-15.56,52.81,12.85,-4.14,0.380767989322661
76,2016,5.89,10.84,7.89,-38.24,14.91,15.41,-1.64,17.33,-1.22,16.84,7.39,8.99,-8.46,3.33,16.96,2.1,3.45,7.33,4.34,7.58,15.85,11.57,9.24,19.66,17.21,34.01,-6.73,10.73,14.24,1.06,17.94,15.89,5.06,5.06,9.24,-1.4,-90.88,-91.32,-9.38,-8.43,15.67,15.41,3.33,1242.86,-4780.0,29.67,11.0,13.49,61.31,5.54,-9.41,61.9,11.0,34.67,-3.7,12.36,0.1553800785477654
77,2017,11.57,10.67,9.0,-85.71,12.61,-9.19,-1.17,-8.11,-1.26,-8.03,0.73,-18.61,7.41,7.68,8.67,4.9,15.37,13.11,14.51,13.68,3.98,7.64,10.59,3.17,2.99,27.34,21.59,24.57,12.56,1.11,12.53,-17.54,8.81,8.81,10.59,-1.03,-1038.24,-962.27,1.46,9.83,3.87,-9.19,7.68,5.32,-207.05,-26.91,16.73,-83.84,-47.34,2.88,8.95,138.24,16.73,-36.54,59.78,-19.52,0.113611058222828
78,2018,6.38,5.39,4.96,1933.33,7.1,49.81,-1.2,51.64,-1.38,51.91,-0.75,40.83,5.08,2.57,-21.34,-25.07,8.17,-7.26,2.1,3.46,-0.95,0.17,-3.93,0.96,-0.41,-45.05,-2.6,-25.11,-12.53,1.28,17.3,17.13,4.14,4.14,-3.93,-2.04,-160.03,-157.65,15.83,-6.88,1.24,49.81,2.57,2.02,54.29,37.53,-9.55,-448.56,-91.97,45.65,243.92,-636.42,-9.55,56.63,-46.23,-8.2,-0.2311146548003556
79,2019,-6.12,-9.56,-5.07,14.75,-15.36,-16.7,-3.01,-14.12,-3.18,-13.96,-7.18,-11.27,1.34,8.9,-14.51,44.01,-8.93,-8.43,-103.56,-46.0,76.57,8.7,-0.44,-3.46,-2.39,42.68,-11.21,9.75,2.71,1.54,10.49,-0.71,-2.92,-2.92,-0.44,-3.44,134.99,142.06,-10.48,-6.18,-7.36,-16.7,8.9,31.68,-93.01,1.63,-24.41,183.17,-366.93,42.0,-28.16,-231.53,-24.41,7.73,10.41,22.01,-0.1522912468348309
80,2020,-3.25,-6.14,-7.73,-157.14,-5.97,-6.78,-2.37,-4.52,-2.46,-4.43,0.42,-3.65,5.1,2.17,25.06,53.24,-0.76,7.84,412.5,-1.59,4.08,-0.96,3.36,15.85,15.63,-55.43,-7.61,-31.79,-5.66,1.42,8.01,-7.78,10.89,10.89,3.36,-0.37,411.0,360.82,18.6,-6.74,-7.95,-6.78,2.17,-4.51,-2405.56,23.21,-11.8,-66.59,-65.19,-80.29,-0.27,74.19,-11.8,28.97,-5.8,32.18,0.0120277418669694
81,2021,22.23,18.29,6.22,-502.5,40.93,41.23,-1.01,42.66,-0.79,42.35,6.53,15.54,24.01,-2.62,-8.44,-22.65,8.44,8.32,-1.12,9.66,10.85,11.61,9.93,25.18,26.23,50.71,9.08,22.84,25.13,3.02,12.63,3.18,-0.87,-0.87,9.93,-2.54,-46.38,-45.91,-20.75,-14.19,-1.44,41.23,-2.62,-6.3,-48.43,14.05,32.22,-197.96,-3065.25,546.38,12.33,-165.19,32.22,12.01,33.55,-19.24,0.323855187769857
82,2022,6.08,1.43,-4.35,-2801.86,-64.24,-51.61,-3.2,-50.01,-3.43,-49.89,0.88,-54.38,21.1,-1.28,-23.69,-11.75,-8.39,-6.78,57.86,-2.93,1.82,-1.35,-4.09,-17.34,-16.5,68.19,-5.69,24.26,-3.51,1.24,2.07,-75.14,-4.61,-4.61,-4.09,-4.11,-81.06,-80.15,-2.49,11.64,-12.41,-51.61,-1.28,2090.76,-383.33,-38.95,-6.39,-228.57,-102.31,10.1,2.33,-75.89,-6.39,-43.27,0.67,26.17,-0.1263142508526764
83,2023,2.63,11.67,8.42,-94.51,227.89,136.15,-3.12,143.76,-3.06,143.6,10.69,130.09,2.63,1.82,-24.57,-13.11,2.55,-8.17,-513.28,134.63,-41.76,0.88,-3.55,1.09,1.19,-59.32,-4.94,-34.78,-13.57,2.61,12.93,2.18,5.53,5.53,-3.55,-2.42,355.25,331.38,18.11,-9.24,4.13,136.15,1.82,-91.33,-107.04,71.26,3.27,-24.42,-397.53,-24.04,58.94,23.0,3.27,86.14,-13.61,-27.48,0.2244682095528547
84,2010,13.44,14.33,22.0,109.93,109.93,89.85,1.71,121.35,2.05,120.62,-24.45,67.9,8.42,-14.3,6.25,6.25,5.26,-10.82,4.42,6.89,44.5,23.3,18.55,9.1,15.29,26.92,8.2,18.13,19.09,6.98,33.05,28.79,14.29,14.29,18.55,0.42,36.84,19.74,-4.6,-22.64,4.63,89.85,-14.3,-11.18,-201.33,45.49,14.9,-181.86,-81.8,-88.11,73.96,-99.5,14.9,49.7,-25.4,-23.62,-0.0494552538231625
85,2011,7.7,8.63,13.48,16.63,16.63,20.75,-0.84,21.23,-0.92,21.33,-7.05,12.94,5.12,0.11,47.06,47.06,10.0,43.4,15.9,9.83,4.14,-1.57,4.08,10.37,13.65,-9.09,16.23,1.8,2.29,2.25,45.23,-4.47,18.75,18.75,4.08,-2.76,-26.92,-38.46,14.27,26.17,2.46,20.75,0.11,-38.52,254.31,12.78,34.05,-5.67,-60.05,-2436.99,-82.88,-34500.0,34.05,10.53,-3.12,-7.29,0.1166085921981407
86,2012,5.41,5.32,-42.71,-7.26,-7.26,-8.51,-3.65,-4.62,-3.63,-4.64,2.41,-13.84,3.75,7.95,-12.0,-12.0,4.55,-9.54,7.96,11.71,2.85,2.03,6.555,-1.94,-7.57,-1.67,3.41,0.83,5.04,-1.29,4.21,5.82,7.0,6.9,6.555,-5.07,5.26,5.26,0.9,-2.13,1.6,-8.51,7.95,12.28,-136.92,-32.39,-11.44,-73.51,1232.99,105.69,136.13,-131.76,-11.44,-35.07,63.75,-25.56,0.1017896307466661
87,2013,4.41,4.15,-2.67,22.28,22.28,19.57,-4.67,25.42,-4.56,25.28,-1.42,14.52,5.57,2.93,-13.64,-13.64,2.17,-11.35,6.6,8.7,3.34,2.49,6.555,6.12,15.89,-6.78,1.97,-2.37,5.04,1.03,13.05,53.83,7.0,6.9,6.555,-3.71,2.5,2.5,0.96,-23.51,-1.1,19.57,2.93,-13.09,-99.0,20.69,-4.46,-90.02,11.06,-8.18,19.06,-4.32,-4.46,25.08,29.35,0.94,0.3023453159622784
88,2014,4.0,1.76,1.96,13.98,13.98,9.82,-3.42,13.7,-3.49,13.79,-4.6,5.59,20.94,-0.78,15.79,15.79,7.15,7.88,1.63,3.6,4.0,3.01,3.92,6.74,-5.56,5.45,4.17,4.78,2.99,5.35,11.83,34.57,10.53,10.53,3.92,-3.85,-4.88,-13.94,9.74,14.24,-14.01,9.82,-0.78,-36.01,-30100.0,28.58,18.79,808.07,9.6,24.98,-100.28,-216.11,18.79,29.89,-20.31,17.09,-0.0772797035190473
89,2015,-4.3,-2.05,-14.13,-11.71,-11.71,-12.27,-4.4,-9.33,-4.57,-9.17,7.69,-8.33,-5.7,3.06,4.55,4.55,7.15,4.24,4.32,6.87,0.68,0.77,1.26,2.71,11.98,-17.24,15.83,0.05,1.45,3.54,1.6,32.05,7.0,6.9,1.26,-5.28,-23.08,-23.08,0.43,-6.91,1.48,-12.27,3.06,95.84,-24.52,-0.16,12.22,-73.32,2.84,6.46,-18545.45,-75.28,12.22,-1.67,-30.14,13.8,-0.2348281354709429
90,2016,-2.13,11.9,10.19,1.99,1.99,4.75,-6.61,11.84,-6.78,12.05,7.27,7.02,-4.91,4.99,22.21,8.7,7.15,22.09,7.91,-12.2,-5.74,-5.89,-1.24,-10.58,-3.81,-2.08,-0.54,-1.15,-1.43,-4.64,7.3,9.87,7.0,6.9,-1.24,-6.71,-6.67,-6.67,0.43,26.93,2.92,4.75,4.99,-57.92,-71.88,-25.05,2.54,-6.41,-122.8,-0.77,271.22,241.33,2.54,-28.89,26.32,-28.44,-0.0095284817267979
91,2017,4.21,0.61,-4.87,-8.42,-8.42,-49.41,-5.36,-47.35,-5.24,-47.41,15.77,-51.45,6.86,20.64,19.63,32.0,14.89,24.71,-2.35,2.15,12.2,11.41,13.84,29.02,7.41,19.15,19.38,19.29,18.12,-4.12,-20.23,-12.79,-14.29,-14.29,13.84,-5.01,-7.14,8.33,-28.22,16.1,-2.48,-49.41,20.64,233.1,887.61,64.64,-22.76,-131.78,-1078.21,0.4,-262.57,193.44,-22.76,82.19,-15.78,225.43,0.1679639751406778
92,2018,20.52,9.32,38.29,9.55,9.55,152.96,-3.06,165.79,-3.05,165.76,-18.78,109.9,12.35,-2.12,-12.98,-18.18,1.85,-18.42,2.01,6.61,9.31,10.3,4.42,-14.61,-7.53,3.57,3.25,3.38,2.45,0.05,51.08,6.96,22.22,22.22,4.42,-1.37,30.77,6.99,26.26,-11.77,7.27,152.96,-2.12,6.96,-159.62,-34.05,23.35,1564.66,7.34,-62.58,-58.34,-174.33,23.35,-38.93,31.52,-73.93,0.0361708139136328
93,2019,7.98,8.23,11.13,3.78,3.78,-2.34,-3.27,0.92,-3.38,1.03,-14.91,-9.56,-1.23,-8.12,4.6,-11.11,3.64,1.94,9.47,9.25,3.86,5.81,4.76,12.99,22.53,0.725,5.4,3.29,4.79,-3.64,10.98,5.39,4.55,4.55,4.76,-4.37,17.65,12.53,-0.59,-16.8,9.32,-2.34,-8.12,4.69,-141.58,52.65,25.57,97.57,-14.83,187.8,-110.17,-35.64,25.57,57.31,-15.38,56.31,0.0363932856564634
94,2020,-17.15,-16.95,-4.3,-49.03,-49.03,-53.62,-2.78,-52.93,-2.89,-52.88,56.76,-44.02,-16.11,29.88,72.19,37.5,-24.56,75.99,3.74,10.17,-30.03,-19.15,-3.54,-24.89,-38.29,-25.86,17.44,1.04,-4.0,0.88,-0.25,5.77,7.0,6.9,-3.54,-0.62,-70.0,-70.0,1.17,185.21,-1.24,-53.62,29.88,10.3,-371.56,-58.99,-10.15,249.52,-169.62,-78.58,1647.21,-326.91,-10.15,-65.69,102.13,-11.58,-0.1740078993238816
95,2021,17.44,19.06,22.69,148.81,148.81,157.1,-1.99,166.72,-1.99,166.71,-6.46,118.92,16.89,9.85,-55.45,-33.33,-93.72,-53.41,-0.54,8.24,43.79,20.76,-1.05,18.76,18.85,-9.3,-0.52,-2.96,-0.6,-3.27,-2.62,1.73,-4.35,-4.35,-1.05,-5.47,58.33,65.53,-3.73,-60.8,0.47,157.1,9.85,-133.18,-269.48,161.94,4.87,-239.32,-190.52,670.36,64.68,-232.64,4.87,218.38,-41.35,1.88,0.0999191302761612
96,2022,24.73,21.82,-16.89,-10.33,-10.33,-6.77,-4.82,-1.94,-4.81,-1.94,-23.09,-25.26,3.27,-4.07,58.87,54.55,7.15,42.42,4.55,10.85,17.06,17.59,20.63,13.98,6.52,10.26,28.98,24.12,21.56,-0.05,20.82,9.0,13.64,13.64,20.63,-2.37,-47.37,-53.68,-3.34,33.7,20.78,-6.77,-4.07,-210.59,58.06,43.93,19.68,-112.15,219.96,-54.59,-264.13,-210.0,19.68,46.8,-40.19,54.39,0.1092589673437398
97,2023,14.19,14.85,4.48,9.68,9.68,11.45,-2.13,13.95,-2.13,13.94,-11.08,-2.4,18.32,1.54,29.52,36.85,7.15,26.88,-1.48,-0.11,14.11,11.84,14.52,3.36,2.78,11.32,16.78,15.52,14.8,-1.07,20.47,-4.3,12.23,12.23,14.52,-2.69,-73.71,-76.57,-0.3,23.45,-3.49,11.45,1.54,171.96,-62.56,-11.96,-15.74,-202.7,-27.47,5.11,-25.01,5.09,-15.74,-11.59,43.44,-21.0,0.0444004484299616
